,asin,helpful,rating,reviewText,reviewTime,reviewerID,reviewerName,unixReviewTime
9610,B0035WTNSK,"[9, 10]",5,This story had a good plot but for most of the book it was undeveloped. We never find out what happened to Jessica's step father or the female pilot that was in on the plot to kill the girls.Most of the story was also unbelievable.  To think that an overweight plane could gain enough speed on a sandy beach is just too far fetched.Perhaps the author should go back and rewrite some of the story.,"01 25, 2012",A317YD3C1B79LP,Wayne Simmes,1327449600
7272,B004JN0GAI,"[42, 47]",5,"I purchased this story because of the setting.  I usually love Scottish romances and am a fan of Diana Gabaldon's Outlander series.  I figured this would be a short, enjoyable story...and in all truth, it should have been.  It has the makings of a wonderful story, but it seems as if the author got greedy and decided to publish a skeletal outline for a quick sale.  There are too many holes, and it's simply too short to be worth paying for.  For instance, once he realizes ""Reva"" is a girl, he decides to hold her hostage instead of having her executed.  He tells her she has earned her next meal and better lodging, and then in the next sentence, suddenly it's 2 months later and they can't stop thinking of each other.  What?!  She's coming to breakfast, he's staring at her, and they've both fallen in love with each other during those 2 months, even though from what I can tell, they never actually talk to each other?  He still doesn't know who she is, and all she knows of him comes from people who live under his protection.  This is a huge fault, Jackie Barbosa.  You cannot expect the reader to believe they are in love simply because you say they are.  We need to see some sort of progression.  And then to believe that she, a strong woman who would rather face execution and surrender her family name, would blurt out that she's fallen in love with him when  he's her familial enemy?  Ridiculous!  I'm insulted as a reader that I'm expected to just go along with this absurd plot with no attempt to show me how it happened.  With more length and attention to the missing pieces, this could have been a good story.  What a waste!","09 10, 2011",A3NCV7XVGNHRT6,"teacher mom ""teacher mom""",1315612800
851,B0015YEQ6Y,"[0, 0]",5,What can I say ladies. Find yourself a peaceful spot and enjoy. Let's just say my husband benefited from this book!,"10 9, 2012",A2Q09451OXF9GO,Racaim,1349740800
11183,B0031LJ57O,"[1, 1]",5,"Just to explain, I know that some might think a 3.5 star rating would equal a C+, but to me, a 5-star book is one that is truly exceptional.  I think this deserves more than a C+.  See below.This is a sci-fi book about Lucy who suddenly finds herself beamed up into outer space.  From there, she quickly embarks on a relationship with Three, who is actually a human who lost his memories and is trying to return home.  I didn't mind the amount of sex in this book because Elsborg writes erotica very well and this book was nice and hot.  Lucy's thoughts were also hilarious and it was great to see the change and impact she had on the alien culture.  Also, in my opinion, the author did write just the right amount of a plot with sufficient details.  I categorize this author as an erotic author.  That being said, there needs to be plot and sex.  Personally, I feel a little cheated out of my money when I get a book that looks like erotica, but is just one or two sex scenes filled with plot that is not very good.  Here, I think you actually have a good balance of the two.So why only 3.5 stars?  Because I never went back and re-read this.  There are other Barbara Elsborg books that I have read and re-read and re-read.  Mostly her shorts, such as Snow Play and Power of Love.  I think she really does do short stories very well, and also, her novels tend to be on the longer side.WARNING/SPOILER: this is a story about Lucy and Three's relationship.  However, there is also MM sex in this book, although it doesn't involve Three.","09 25, 2012",A77DYZSK06F2M,Picky User,1348531200
4424,B001VLXME8,"[0, 0]",5,This is a great  follow up to the other books in Showalters Atlantis series. I think if I had not read the other stories first I might find it lacking. But since I had read the others I really enjoyed it,"01 14, 2013",A39Q3L19OV8TBB,Virginia Wallker,1358121600
10712,B0038KX8S0,"[0, 0]",5,Reminds me of a Harlequin Romance with the descriptions of the beautiful locales and the fast pace of the story. Good find.,"03 11, 2013",A1H1XHRSHFACTW,Tamila Robins,1362960000
2811,B002HJV45C,"[0, 0]",5,Interesting subject matter and well written. The characters were believable and the relationships within reason. I'll look for more from this author.,"03 8, 2013",A20R37WRPLUM1D,Xanlthorpe,1362700800
2908,B001EW51RA,"[0, 1]",5,I really didn't enjoy this book at all.  Didn't care about the characters and the plot didn't appeal to me at all.  I would not recommend this book to any of my friends.,"03 6, 2012",A278M098WHY6MC,Buttr_pcan,1330992000
4897,B004GUS8BI,"[0, 0]",5,this was about the dumbest thing i have ever tried to read. was not even put together well for an understandable story.. just real dumb,"12 10, 2013",A1NTUHB72MS4WS,"DODY ""dody benfer""",1386633600
5170,B003JH86TI,"[1, 3]",5,"A little too cutesy and not really a very good read. It was more like a series of one liners strung together by a bad stand up comedienne. OK, maybe I did giggle a little. Maybe, if I were 12 I would find this hilarious. My advice - unless you ARE actually traveling with a vampire, just give this one a miss.","03 26, 2012",AT6B6Y8L9Z3AP,"Domino ""mydomino""",1332720000
9842,B003LSTE46,"[2, 3]",5,"I thought this story would be a short clean read but found that there were too many factors brought in which only muddied the story and didn't make me want to read a second 'book'.  It had an interesting premise but didn't explore anything in any depth and felt more like the first chapter of a book not a stand alone short story.This author could certainly produce a good quality novel with some editing assistance, the writing was fairly smooth and easy to read and the characters (at least initially) were fleshed out reasonably well.I'll wait and see what else she produces before I scratch her of my authors list.","02 19, 2011",A18Y5RCUQVXTPY,"Sans ""Sans the Bookworm""",1298073600
2,B002ZG96I4,"[0, 0]",5,"I'll start by saying this is the first of four books so I wasn't expecting it to &#34;conclude&#34;. It centers on 3 children, Alex and his younger brother Argus, and Alex's friend, Sapphire. They find a name on a bus map that they can't find and so the mystery starts. Well written with good character development although lots of room still for more.It's quite a short book so I will be moving onto book 2 swiftly.","04 11, 2014",A3S0H2HV6U1I7F,Merissa,1397174400
3108,B001V9KG4E,"[0, 1]",5,"Initially from the prologue this seems to be a science fiction story about alien invasion however that is really a clever ploy to set the scene where a mountain community is stranded and have to survive with only their own resources. Unlike most ""survival / stranded / desert island"" stories because of how this is set up civilisation for this mountain community is not destroyed so they have the resources that are there and do not have to build from scratch exactly. Initially the story is set in a teenagers' camp with no adults where a resourceful 13 year old becomes ""chief"" and leads the camp through a number of adversities. The story is simply written and the problems encountered are too easily overcome but all of the characters and locations are well described so that I can visualise them. Although there is some killing it is not too graphic. I thoroughly enjoyed the book even though there were little twists to the plot it all held together very well and perhaps because the problems were easily overcome it had a feel good factor that is rare these days.","05 12, 2011",A15YT5AKBDUGU0,Bob,1305158400
797,B002H9VXQ2,"[2, 2]",5,"The Bell family was haunted by a ghost who could argue a biblical verse, sing hymns, or belliger a family member until they went running from the house!  Written as a collection of individual interviews, various family members and friends talk about their experiences with the witch/ghost.  The writing is old fashioned and difficult to read.  The story itself is difficult to believe and modern readers should know they spend more time discussing the biblical discussions than the scary part of a haunting.","07 8, 2013",A2SJL8TRNUSPZZ,Ms. McKellips,1373241600
9820,B003HS56UG,"[0, 0]",5,"This book was going along then ""BAM""!!!!! One by one everyone dies in a row and the grandparents outlive their kids. It just abruptly ended and I know she could have done better.","12 12, 2013",A3ANYH7R0V9FQQ,Misskarenlyn,1386806400
8687,B000R93D4Y,"[1, 1]",5,"So I was a little apprehensive about this book when I read the summary but I get it a try. And I'm happy that I did. I enjoyed the characters and the amount of love that this story has. It is definitely an interesting, steamy, and different read. I liked it.","07 22, 2013",A3T8APQWOSSO6W,Natalie D,1374451200
2530,B0044DEM58,"[0, 0]",5,"I wanted to say something nice - the cover is pretty. Otherwise, not worth the time it took to download.","12 27, 2013",AA0POWAMJ8O9E,"Book Maven ""Karen""",1388102400
8429,B0030H26NO,"[0, 0]",5,I liked the evolution of the story a lot....till the man on man theme sterted...then I was turned off of this fine presentation...Not a homophobe BUT don't like graphic readings of it. I do enjoy erotica...usually..suspense...well presented...It was a good read...,"07 9, 2012",A2Z7FGJ2UCQV7T,"TOB9595 ""TOB9595""",1341792000
8954,B002SG7OVW,"[2, 2]",5,"While nothing here has not been seen before this title really pulls all of the standard scifi / space marine / suspense cliches together well.  The level of detail given to every scene is quite impressive,  You will certainly find it easy to envision where you are and what is going one page after page.While the characters a certainly the standard variety for this type of story they are all brought to life with through well written dialog,  more so than many characters in this genre.  In the first chapter Iw as sure this book would be just another Aliens knock-puff but a chapter or so later I was enjoying the book more than I expected and it was due to the character dialog as much as the overall story.The author kept the suspense going for quite a while and it paid off.  Much like Alien you are waiting for something to happen... And waiting... You know it's going to go  south...  You just do not know how or when.  Never bored waiting or it,  you still feel excited when things finally light up so to speak.  And once the action commences it is a thrill ride till the conclusion.","09 28, 2010",A17B4I2BA18UR6,Francis J. Cone Jr.,1285632000
2747,B000R93DPS,"[1, 1]",5,"Brody, formerly a special ops officer in the Marine Corp, is a 30-something Renaissance Literature professor with a thing for one of the students who just completed this semester's class.  Missy is 26 and working her way through college with dreams of going to medical school.  One night, when her crush, Professor Brody, comes into the adult store where Missy works, a little chit chat leads Brody to volunteer to teach Missy to play poker.  When a few friendly lessons in cards turn into lessons in the bedroom, Missy's inhibitions about her weight threaten to crush their relationship.  Can Brody convince Missy to up the ante and turn this two of a kind into a full house or will Missy fold instead?Do you remember those first few romance novels you read?  If you were at all like me, you snatched them from your mother (or aunt) and alternately grinned and giggled through them.  Part of it was because of the intimacy of the subject matter (even if the books were sedate compared to what you read today) and part of it was reading something maybe you shouldn't have been.  That's exactly what this book was like for me - I found myself grinning and giggling like a happy fool throughout the story.For me, this book had it all... a slightly dangerous, slightly possessive, handsy hero, a mouthy but shy-about-her-weight heroine, a whole lot of sexy banter, sweet but hot monkey love, and a couple of girlfriends (from previous books) that are supportive and maybe a little crazy.  I loved that Brody and Missy have a good time together, whether they're fooling around, fighting, or just having a simple conversation.  Brody is a little unreasonable sometimes, but Missy doesn't just let him run her over - she pushes back.  The back and forth repartee between Brody and his brother is funny and demonstrates their good relationship.Missy is somewhere around a size 16/18 (according to Brody's estimation, though a definitive size is never given for her).  As a result of the encouragement and self-confidence that Brody and her friends help to build up, Missy undergoes a bit of a physical transformation.  I can't explain, as a plus-sized woman, how thrilled I was to watch her change without having to lose weight and to see how well-received it was by her circle of friends.  So many stories about curvy heroines require that she loses weight to finally get the attention/love of the hero.  I was so pleased that Brody helped her to reveal this hidden part of herself while her curves remained unchanged.Since this book is listed as erotica, the story is explicit, but it's the parts outside of the proverbial bedroom that made this book so great to me.  When writing a story, an author can develop characters by telling you what they are like or by showing you.  For example, suppose you have a character that readers should believe is dangerous.  With ""telling"", the author has narrative in the story that basically says the Hero is dangerous - he used to be a Marine, he knows how to fight, etc.  With showing, there's a fight and the Hero takes on five armed men while he only has a broken pool stick.  With ""showing"", you get to experience and see for yourself that the character is who the author wants you to think they are.  It's much easier to tell readers about the hero/heroine, especially in erotica where so many authors think the storyline is just about the sex.  With this story, however, there's a magical balance of telling and showing.  We know Brody wants Missy, but then we get to see it.  He constantly touches her when they're together, he can scan a crowd to find her, he likes to hold her hand, he encourages her to be sexually open with him because he loves her body as is, etc.I've read several of Lena Matthews' books in the past and they're always well written with creative but still sweet love scenes.  This story was probably my favorite of her books and a fantastic value for the current (Kindle) price.  The story is probably a 3 to 4 hour read.  Highly recommended.","11 13, 2011",A88USYRFGDUTK,K. Simmons,1321142400
2310,B0014BRMKA,"[0, 0]",5,"The traumatic meeting of Emerald Sandford and Asher Wellingham, Duke of Carisbrook occurs five years before the story begins, when she's the 16-year-old member of her nobleman-turned-pirate father's crew and he's the 26-year-old captain of one of his merchant ships. Discovering she's female, Asher refuses to fight her, because, even when beseiged by pirates, a gentleman never harms a lady.  Emerald repays him by knocking him overboard and out of harm's way, not knowing this will make Asher the pirates' captive. It eventually loses him the use of his right hand and his brother his sight. Asher escapes and returns to wipe out the stronghold and kill her father and this is where the story begins. Emerald follows him to England. It isn't for revenge but to retrieve her father's walking stick he took because inside it is the map to a treasure she can use to pay off Beau Sandford's debts and free herself from the past.Using her father's family name and right to a title, Emerald becomes Lady Emma Seaton. Naturally Asher's suspicious of her and intrigued because of her obvious lies and uneasiness in high society. Of course they fall in love but this is more an in-depth study of the main characters attitudes than a mere will-they/won't-they love story. Asher is bound by duty and honor...and extreme guilt. His wife died while he was seeking his revenge, his brother was blinded during his rescue. He returns to his family home a widower, disabled in body, but more disabled in spirit, blaming himself for the tragedies occurring during his own travail. Emerald meanwhile sees herself as the cause. If she hadn't knocked him overboard, none of this would've happened.  Still pursuing her hunt for the walking stick, she believes the only way she can repay Asher for the misery she  has caused is to become his mistress and give him back  the love he lost and remove his grief over his brother's condition.It's an interesting story and an entertaining one, sensuous in spots, but staying away from the ballrooms and usual locales for such tales with most of the action taking place at Asher's estate. Flashbacks give reasons for everything that happens instead of playing them out in detail. Though this is the only James' novel I've read, I got the feeling there may be more on this family because of various hints given. If so, I'd like to read them,too.Harlequin Historical #888This novel was a gift to the reviewer and no remuneration was involved in the writing of this review.","06 8, 2014",A3S7REHVBOSTLR,Toni V. Sweeney,1402185600
1393,B000SRGFEU,"[11, 14]",5,"After two years, Caitlyn Culver is back in town and she's out to get what she wants.  Despite her father's threats against him, what she wants is rancher Cord Daily.  Aware of the truth behind Cord's wicked reputation, Cait decides to beat Cord at his own game. The luscious cowboy soon finds himself tied up and left wanting in her father's barn.  Cait better watch out because paybacks can be hell...of the most delicious sort.Cord has loved Cait for years, but that doesn't mean he's going to let the vixen get away with her trick.  With his cousin, Dolan Crane, Court treats Cait to a passionate night beyond their wildest dreams.  When dawn breaks, reality sets in, and Cord finds he isn't the only one who wants Cait.  Will Dolan make his move on Cait? Will Cait's father make her choose between the life she's always known and the future she could have with Cord?Take Me is the first story I've read by Mackenzie McKade and it won't be my last!  Cait is a character I would love to be friends with and who wouldn't want to spend a night in the arms of Cord and Dolan?  What impressed me most about Take Me (besides the sexy cowboys) is the natural emotional complications which arose after the trio's passionate encounter.  I dreamily sighed over Cord's possessiveness and I admired how Ms. McKade handled Dolan's attraction to Cait.  In the hands of another author, Dolan's desire to start a relationship with Cait might have annoyed me or detracted from the tale.  However, this is not the case; Ms. McKade deftly handles the emotions of all involved and I was more than happy with the story's ending.  Take Me is an engaging read, filled with likeable characters and deliciously hot love scenes.  Sinful, yet satisfying, I greatly enjoyed Ms. McKade's book.ShaynaReviewed for Joyfully Reviewed","01 4, 2010",A320TMDV6KCFU,MNix,1262563200
5970,B00413PU5M,"[5, 6]",5,"There is a marked difference between being submissive because it's a choice or natural inclination and simply having no will of one's own.Jasmine's character poses as a ""strong, opinionated, proud"" woman but in truth, she comes across as weak and a hypocrite, refusing to truly stand up for what she's supposed to believe in.  Wiley, the supportig character, is no better...lacking the fortitude to even insist on being called by her chosen name.I've never before felt that reading anything was a waste of time, but this book did it.  I'm angry that I not only took the time to download it but that I made it through a bit more than half of the book, thnking that it had to get better.Even free, this book is a waste of money and hazardous for any young woman to use as an example of true femininity.  The author must be male to spout such drivel.","05 25, 2011",A1MO2BZTA4FAEP,Amazon Customer,1306281600
9214,B002YX0NX0,"[2, 8]",5,"I read about 25% now, and there's still no hint of any romantic interest from any main character. Other than that major disappointment, it's too mundane and slow most of the time, with too much redundancies and things that go without saying, as if written for slow-wits.","11 14, 2011",A3LPD4YNYWAQ51,Bill Noon,1321228800
5337,B0010LG77I,"[0, 0]",5,The movie prompted me to buy the book which I found quite engrossing for the first half.  I managed to read on for about a qrt of the 2nd half then gave up as the story theme became repetative.  A younger reader would most probably stay with it to the end.,"01 2, 2013",A1YTH22ONMGIW5,The critic,1357084800
11516,B001FOR93Q,"[1, 1]",5,"I found Vol 1 to be well written blending both the old and the new.  It was true to a singular focus and the characters were unique.  I enjoyed the banter between Maggie and Link and it reminded me of the ""Moonlighting"" TV series of years past with Bruce Willis and Cybill Shepherd.  I admit I wanted to strangle Maggie many times but that was part of her charm (I guess).I don't have any idea of the authenticity of La Malinche or Montezuma's Treasure itself and that is not important.  The author made it all believable to me in a fictional way.  I give Vol 1 5 stars and commend the author for a job well done.","05 18, 2012",A347JE8OYT785U,E E Pearce Jr,1337299200
123,B0030H269S,"[33, 35]",5,"What a bore, but I will not bore you with the lack of a plot, full of sex talk that was not even erotic.  There was no connection to anything in the story, but some divorced woman whose husband fooled around on her and she finds some hot looking horny man and, you get the rest.  And I, for one, have no idea where one reviewer got the idea of a woman named Esmeralda trying to save her sister and giving Orin anything he wanted when, in fact, there is no Orin or Esmeralda in the story.  I like hot steamy sex, but this is ooohhh sooo stupid.  Keep your Freebies.","02 11, 2011",AFXT1MCW4AS8Q,"Jane Austen queen ""Book lover""",1297382400
3044,B004FPYZNY,"[1, 2]",5,"Samples masquerading as full books do not endear me to the series, author or publishing house.This was so short, confusing, and utterly pointless that I thought it was a complete waste! I've seen more writing in a free sample of books than in this.The whole thing can be summed up like this: First person fictional essay on a confused teenager jogging with two people she is friends with that hate each other. A large thing chases them. We don't get a description of this ""large"" creature. Girls run to parking lot and get in car with boyfriend of Friend A. Fin.","01 3, 2011",A189SV37L5Q7G6,Spiral Dancer,1294012800
4067,B0017I7XY0,"[1, 1]",5,This story grabbed me at the beginning and kept me interested until the end (finished at 3am!).  This was a good romance with very likable characters.  I've just purchased the sequel and am looking forward to starting it.,"05 16, 2010",A2BRNMN5PECSGN,D. Lockwood,1273968000
3091,B000SN6IOQ,"[0, 0]",5,"You want &#34;White Guys and their Black Side-Kick Versus Weird Places&#34; type stories, here's one. I only read it because I read League of Extraordinary Gentlemen, which features a far more interesting Allan Quatermain. This wasn't bad, though.","04 3, 2014",A3V7NIQOIKYFP2,Keith Whitcomb Jr,1396483200
1397,B000JMKX4W,"[0, 0]",5,"It's funny. Definitely worth the price (free). Had me laughing. Not as good as P.G. Wodehouse, but in the same vein. Great for reading on your phone while waiting for anything.","12 8, 2013",A1SD8Y9Q1KESLB,Amazon Customer,1386460800
11102,B001HZY846,"[0, 0]",5,"I've read a few of her writings in this collection before, but I am thoroughly enjoying reading those again and look forward to the ones that I haven't previously read.","01 7, 2014",AZD0ISUOER7EJ,Nancy Fantastic,1389052800
2239,B0012JQZN4,"[0, 0]",5,I was entranced with the way this author brought together Margaret Atwood's &#34;Surfacing&#34; and shamanism. This book helped me to understand shamanism a little more and prompted me to add Surfacing to my reading list.,"05 7, 2014",A3BPMN8MER02O7,NM Reader,1399420800
4745,B001E50WMG,"[0, 0]",5,I love this series. All of them are interesting and makes me feel like the people are real and this is a town I would want to live in.,"01 12, 2012",A29GC4U3MLY8VF,carsie,1326326400
5217,B00457VKBC,"[0, 0]",5,"This is the first one of Joan Smith's novels that I simply didn't like. I'm almost shocked by that, because her style and wit are in evidence in A Country Wooing. The entire story revolves around everyone's money troubles. These people were so self-absorbed it was hard to like any of them. Alex, just back from the war, must dig his family out of extreme debt caused by his now deceased father and elder brother. He works fairly hard at it, but comes off rather stupid toward the end. I don't know what he ever saw in Anne, the girl he always admired who, in turn, chased after the elder brother. Anne jumps to conclusions too. He cares for her, but no, he must surely be pursuing a wealthy cit's daughter. Not my cup of tea, but it will not keep me from continuing to read other Joan Smith titles.","05 17, 2013",A2I21GHJIS0YXJ,Irisrose,1368748800
7751,B0030H26IE,"[0, 0]",5,"I really liked this follow up 'Sugar and Spice'.  As will all the Mari Carr books I've had the pleasure of reading it is short, which is fine but I really feel like another chapter would have tightened the ending for the reader.","07 3, 2011",AO5RYBO5NB11M,"Crafty Jen ""Jen""",1309651200
412,B003UNL8Q4,"[2, 2]",5,"Really liked the story, but had a very hard time keeping track of the characters.  The confusion led to being bored in parts and ended up not even finishing the book,","03 15, 2012",A260QLS8Z33KCQ,Bun,1331769600
6591,B002SB9ZCI,"[0, 1]",5,I did not cared for this ebook. I did not finish this ebook. I would not recommend it to others.,"12 4, 2012",A6SR7U2PNGN0N,sunflower,1354579200
11268,B001FB5ST6,"[0, 0]",5,"Although dated as far as language and technology is concerned, this is an excellent compilation of short stories and longer works.  Based in England, there is a British bent to the stories.  I read this book in between longer works as a change of pace.","11 29, 2013",A3LFM5MDYDQ11X,Robert E. Howes,1385683200
3112,B001V5JCTI,"[0, 1]",5,"Look forward to reading other books by this author, really enjoyed it.  Always a joy to find an author I really like.","01 13, 2013",A1B3KP1XN37AGD,margaret melnick,1358035200
7473,B002R2OF8M,"[0, 0]",5,"The h Bailey in this book is a full figured woman who knows what she wants and needs to be fulfilled in her life.  She is feisty, fun-loving and I liked her.  I did not however, like the H Aidn.  He is too wishy washy - he wants her, doesn't, wants her, doesn't. (yuck).  He had had a bad experience years ago(blah, blah, blah).  The story left me wanting so much more.  I also really didn't like that the reader is beaten over the head that Bailey isn't a small woman.  It seemed as if every few pages we were told this over and over.  I found the story lacking in the erotica aspect too.  There were a lot of thoughts of what he/she wanted but not a lot of action.  This is the first story I've read by the Lisa Matthews.  I always believe in trying more than one book from any Author so that I can decide if they are someone I'd like to read.","11 21, 2011",ALX2I5BIHOFZT,Lorelei,1321833600
7684,B0031Y9CPG,"[0, 1]",5,This short story lacks the heat of the Shadowlands Masters series but for the price (free) it was a nice quick read.  Nothing to rave about with limited sex scenes and baffling motivations.,"06 18, 2011",A2HVJJ3TB0AX0,Chloe Lerner,1308355200
5080,B0038KX8S0,"[0, 1]",5,"The idea for the story was cute however the characters themselves were weak at best and the writing style was downright terrible, I almost hesitated to give it even two stars.Nikias, the hero is described as being a protective, interesting and good guy who is just arrogant and a bit of a hothead. The problem is the only time he speaks in the book he comes across as a manipulative, controlling jerk. The scenes where she supposedly sees the fun sweet side of him she falls in love with are only briefly described in a general way. Diona, the heroine is also described as beautiful, intelligent and strong however again most of her scenes display her as weak willed and pathetically willing to take the crap the hero is dishing out. Because of this I had a very hard time believing this whirlwind love that was supposed to have taken place between them. Lots of sex yes, love...I never really saw it. Even the one scene that had the potential for it, when she saves the girl, is ruined by him acting like a horny teenage boy.However I could have given the book a little more credit if it hadn't been for the horrible grammar and writing style. Constantly changing tenses mid sentence, writing it mostly from a perspective as if the story is recalling a past event but telling it as if its happening in real time. Also I don't know how many times the writer used the word ""had"" but I found myself mentally blocking it out as I read to tolerate the story. It was used once if not multiple times in pretty much every single sentence and often its use didn't make sense...drove me crazy!","09 11, 2012",A1FAXOBU3ZCJQL,Nikole1030,1347321600
727,B002VFPS9A,"[0, 0]",5,"Shifter romance.  Normally this is where I start raving about how great this series is.  Not this time.  This is the weakest book of this series.  Still a good read but without the engaging plot and characters of the previous books.  Also, I just wanted to smack the little fox shifter which kept me from really enjoying the book.  Okay but not in the same league as the rest of the series.","05 2, 2011",A339N94BXG52OL,Marzanna,1304294400
6991,B0028K2T54,"[0, 0]",5,"This story (s) was so great!  Each chapter you learn something new about the characters that keep you wanting more.  Each chapter gives you a great story where you find out more about the characters.  Every chapter is easy to read and it leaves you wanting to know more of the happenings of Lord Winstril and Kern, not to mention Sir Knobby.","08 18, 2013",A3U01929F3MOR8,jademae,1376784000
